Code;track_name;artist(s)_name;artist_count;released_year;released_month;in_spotify_playlists;streams;key;mode;danceability_%;cover_url
764;Far;SZA;1;2022;12;680;51641685;D;Major;61;https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
765;On Time (with John Legend);John Legend, Metro Boomin;2;2022;12;398;78139948;F;Minor;33;Not Found
766;Flowers;Miley Cyrus;1;2023;1;12211;1316855716;;Major;71;https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
767;Last Night;Morgan Wallen;1;2023;1;2420;429829812;F#;Major;52;https://i.scdn.co/image/ab67616d0000b273fc1df8423733f6f3c9e8dea2
768;OMG;NewJeans;1;2023;1;1783;430977451;A;Minor;80;https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01
769;El Gordo Trae El Mando;Chino Pacas;1;2023;1;539;255932395;G;Minor;74;https://i.scdn.co/image/ab67616d0000b2736a6ab689151163a1e9f60f36
770;PRC;Natanael Cano, Peso Pluma;2;2023;1;961;436027885;G;Minor;78;Not Found
771;Fin de Semana;Oscar Maydon, Junior H;2;2023;1;592;307370144;;Major;70;https://i.scdn.co/image/ab67616d0000b2739b7e1ea3815a172019bc5e56
772;Erro Gostoso - Ao Vivo;Simone Mendes;1;2023;1;984;153454328;F#;Major;59;https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d
773;Everything I Love;Morgan Wallen;1;2023;1;579;95623148;G#;Major;56;https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
774;Sial;Mahalini;1;2023;1;134;166570053;D;Major;56;https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428
775;I Wrote The Book;Morgan Wallen;1;2023;1;430;83021468;D;Major;68;https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
776;WANDA;Quevedo;1;2023;1;888;175399345;E;Minor;72;https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
777;Love Again;The Kid Laroi;1;2023;1;1283;147538971;B;Minor;66;https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d
778;LLYLM;ROSALï¿½;1;2023;1;1838;124988687;F#;Minor;56;https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62
779;I'm Not Here To Make Friends;Sam Smith, Calvin Harris, Jessie Reyez;3;2023;1;1890;103787664;;Major;70;Not Found
780;TRUSTFALL;P!nk;1;2023;1;2098;134255790;G#;Major;64;https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0
781;VIBE (feat. Jimin of BTS);TAEYANG, Jimin;2;2023;1;415;152850295;;Major;79;https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
782;Muï¿½ï¿½;Steve Aoki, Tini, La Joaqui;3;2023;1;658;120972253;A#;Minor;68;Not Found
783;Sugar Rush Ride;TOMORROW X TOGETHER;1;2023;1;359;107642809;A#;Minor;71;https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d
784;Cupid - Twin Ver.;Fifty Fifty;1;2023;2;2942;496795686;B;Minor;78;https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
785;TQG;Karol G, Shakira;2;2023;2;4284;618990393;E;Minor;72;https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
786;El Azul;Junior H, Peso Pluma;2;2023;2;692;354495408;A;Minor;56;https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
787;Die For You - Remix;Ariana Grande, The Weeknd;2;2023;2;3408;518745108;C#;Minor;53;Not Found
788;AMARGURA;Karol G;1;2023;2;1133;153372011;F#;Minor;92;https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
789;Moonlight;Kali Uchis;1;2023;2;2649;256483385;G;Minor;64;https://i.scdn.co/image/ab67616d0000b27381fccd758776d16b87721b17
790;Boy's a liar Pt. 2;PinkPantheress, Ice Spice;2;2023;2;5184;156338624;F;Major;70;https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
791;Tattoo;Loreen;1;2023;2;2988;201660859;D#;Minor;55;https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
792;Rara Vez;Taiu, Milo j;2;2023;2;893;248088961;F;Minor;84;https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
793;Nosso Quadro;Ana Castela, AgroPlay;2;2023;2;894;233801632;A;Major;69;Not Found
794;Cupido;Tini;1;2023;2;1240;217672943;A;Major;91;https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
795;Oi Balde - Ao Vivo;Zï¿½ï¿½ Neto & Crist;1;2023;2;845;145458418;D;Major;67;Not Found
796;MIENTRAS ME CURO DEL CORA;Karol G;1;2023;2;1020;206399629;;Major;52;https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
797;X SI VOLVEMOS;Karol G, Romeo Santos;2;2023;2;2127;266624541;C#;Minor;79;https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
798;Cupid;Fifty Fifty;1;2023;2;526;139681964;D;Major;77;https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
799;Di Que Si;Grupo Marca Registrada, Grupo Frontera;2;2023;2;356;147290338;A;Major;57;https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe
800;Watch This - ARIZONATEARS Pluggnb Remix;sped up nightcore, ARIZONATEARS, Lil Uzi Vert;3;2023;2;1638;207033255;B;Minor;69;Not Found
801;Rosa Pastel;Jasiel Nuï¿½ï¿½ez, Peso P;2;2023;2;200;90025258;G;Minor;70;Not Found
802;If We Ever Broke Up;Mae Stephens;1;2023;2;2040;165584767;G;Major;90;https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f
803;Tormenta (feat. Bad Bunny);Gorillaz, Bad Bunny;2;2023;2;1529;149778242;;Major;64;https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4
804;Private Landing (feat. Justin Bieber & Future);Don Toliver, Future, Justin Bieber;3;2023;2;1190;105062254;C#;Minor;84;https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0
805;Heaven;Niall Horan;1;2023;2;1553;144584800;F;Major;57;https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949
806;PERO Tï¿;Karol G, Quevedo;2;2023;2;387;93438910;F#;Major;86;Not Found
807;LALA;Myke Towers;1;2023;3;1474;133716286;C#;Major;71;https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
808;Ella Baila Sola;Eslabon Armado, Peso Pluma;2;2023;3;3090;725980112;F;Minor;67;https://i.scdn.co/image/ab67616d0000b2732071a0c79802d9375a53bfef
809;La Bebe - Remix;Peso Pluma, Yng Lvcas;2;2023;3;2953;553634067;D;Minor;81;Not Found
810;Classy 101;Feid, Young Miko;2;2023;3;2610;335222234;B;Major;86;https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
811;Like Crazy;Jimin;1;2023;3;596;363369738;G;Major;63;https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
812;BESO;Rauw Alejandro, ROSALï¿½;2;2023;3;4053;357925728;F;Minor;77;Not Found
813;El Merengue;Marshmello, Manuel Turizo;2;2023;3;2114;223633238;G#;Minor;78;https://i.scdn.co/image/ab67616d0000b273f404676577626a87d92cf33f
814;Fast Car;Luke Combs;1;2023;3;1446;157058870;G#;Major;71;https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
815;What It Is (Solo Version);Doechii;1;2023;3;804;95131998;C#;Minor;74;https://i.scdn.co/image/ab67616d0000b2732ee85751f6f503fa9a533eba
816;Coco Chanel;Bad Bunny, Eladio Carrion;2;2023;3;1962;250305248;D;Major;68;Not Found
817;Say Yes To Heaven;Lana Del Rey;1;2023;3;2000;127567540;F#;Minor;49;https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
818;Miracle (with Ellie Goulding);Calvin Harris, Ellie Goulding;2;2023;3;5120;211050784;A;Major;64;https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
819;Chanel;Becky G, Peso Pluma;2;2023;3;681;161460990;D;Major;85;https://i.scdn.co/image/ab67616d0000b273c3bb167f0e78b15e5588c296
820;Area Codes;Kaliii, Kaliii;2;2023;3;1197;113509496;C#;Major;82;https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab
821;FLOWER;JISOO;1;2023;3;839;232896922;A;Minor;84;https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
822;Eyes Closed;Ed Sheeran;1;2023;3;2915;195576623;D;Major;78;https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
823;Seu Brilho Sumiu - Ao Vivo;Israel & Rodolffo, Mari Fernandez;2;2023;3;967;138517666;F#;Major;63;https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035
824;Shorty Party;Cartel De Santa, La Kelly;2;2023;3;432;162887075;D;Major;93;https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce
825;Set Me Free Pt.2;Jimin;1;2023;3;340;168448603;;Minor;59;https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
826;Like Crazy (English Version);Jimin;1;2023;3;373;173627354;G;Major;62;https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
827;Mas Rica Que Ayer;Mambo Kingz, DJ Luian, Anuel Aa;3;2023;3;1208;146409671;B;Major;82;Not Found
828;REMIX EXCLUSIVO;Feid;1;2023;3;1235;117206995;F;Minor;65;https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e
829;DOGTOOTH;Tyler, The Creator;2;2023;3;1479;80758350;G#;Major;71;https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca
830;SORRY NOT SORRY;Tyler, The Creator;2;2023;3;709;58473276;F#;Minor;48;Not Found
831;HAPPY;NF;1;2023;3;660;52722996;G;Major;73;https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439
832;I Know - PR1SVX Edit;Kanii, PR1ISVX;2;2023;3;407;77377503;B;Minor;67;https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d
833;VOID;Melanie Martinez;1;2023;3;596;67070410;A;Major;72;https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977
834;Dijeron Que No La Iba Lograr;Fuerza Regida, Chino Pacas;2;2023;3;320;116334601;G;Minor;70;Not Found
835;on the street (with J. Cole);j-hope, J. Cole;2;2023;3;615;116599790;B;Minor;68;https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b
836;Ainï¿½ï¿½ï¿½t Tha;Morgan Wallen;1;2023;3;356;88791109;F#;Minor;64;Not Found
837;Thinkinï¿½ï¿½ï¿½ B;Morgan Wallen;1;2023;3;604;125917280;D#;Minor;66;Not Found
838;Man Made A Bar (feat. Eric Church);Morgan Wallen, Eric Church;2;2023;3;329;58890931;E;Major;50;https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
839;Red Ruby Da Sleeze;Nicki Minaj;1;2023;3;1168;81419389;C#;Major;70;https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f
840;ýýý98 Braves;Morgan Wallen;1;2023;3;282;56533272;D;Major;49;Not Found
841;Born With A Beer In My Hand;Morgan Wallen;1;2023;3;203;34450974;;Major;53;https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
842;Devil Donï¿½ï¿½ï¿½;Morgan Wallen;1;2023;3;166;32526947;;Major;53;Not Found
843;un x100to;Bad Bunny, Grupo Frontera;2;2023;4;2876;505671438;F#;Minor;57;Not Found
844;Daylight;David Kushner;1;2023;4;3528;387570742;D;Minor;51;https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
845;Frï¿½ï¿½gil (feat. Grupo Front;Yahritza Y Su Esencia, Grupo Frontera;2;2023;4;672;188933502;F#;Major;61;Not Found
846;Baby Don't Hurt Me;David Guetta, Anne-Marie, Coi Leray;3;2023;4;4277;177740666;G;Major;60;https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
847;Chemical;Post Malone;1;2023;4;2528;172825906;D;Major;50;https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c
848;Un Finde | CROSSOVER #2;Big One, FMK, Ke personajes;3;2023;4;561;142095275;B;Major;50;Not Found
849;ýýýýýýýýýýýý;YOASOBI;1;2023;4;356;143573775;C#;Major;57;Not Found
850;Las Morras;BLESSD, Peso Pluma;2;2023;4;291;127026613;A;Minor;78;Not Found
851;Niï¿½ï¿½a Bo;Sean Paul, Feid;2;2023;4;1305;115010040;G;Major;82;Not Found
852;Search & Rescue;Drake;1;2023;4;2066;175097833;A#;Minor;82;https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
853;Haegeum;Agust D;1;2023;4;244;118810253;G;Major;70;https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
854;Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ;Rich The Kid, Matuï¿;2;2023;4;385;77233241;F#;Minor;77;Not Found
855;Never Felt So Alone;Labrinth;1;2023;4;1730;117747907;F;Major;44;https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be
856;I AM;IVE;1;2023;4;366;123132751;E;Minor;68;https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
857;Super;SEVENTEEN;1;2023;4;271;91221625;G#;Major;77;https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264
858;Double Fantasy (with Future);The Weeknd, Future;2;2023;4;1169;96180277;A;Minor;60;https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705
859;Princess Diana (with Nicki Minaj);Nicki Minaj, Ice Spice;2;2023;4;1444;104992946;A;Major;90;Not Found
860;Shoong! (feat. LISA of BLACKPINK);TAEYANG, Lisa;2;2023;4;351;76910644;B;Minor;76;https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
861;Mami Chula;Quevedo, Jhayco;2;2023;4;875;61105704;G;Minor;80;Not Found
862;People Pt.2 (feat. IU);IU, Agust D;2;2023;4;209;95816024;G;Minor;73;Not Found
863;Peaches (from The Super Mario Bros. Movie);Jack Black;1;2023;4;34;68216992;A#;Minor;71;Not Found
864;WHERE SHE GOES;Bad Bunny;1;2023;5;3133;303236322;A;Minor;65;https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
865;fukumean;Gunna;1;2023;5;1096;95217315;C#;Minor;85;https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
866;Dance The Night (From Barbie The Album);Dua Lipa;1;2023;5;2988;127408954;B;Minor;67;https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
867;TQM;Fuerza Regida;1;2023;5;584;176553476;F;Minor;79;https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
868;Tï¿½ï¿;dennis, MC Kevin o Chris;2;2023;5;731;111947664;B;Major;86;Not Found
869;All My Life (feat. J. Cole);J. Cole, Lil Durk;2;2023;5;2175;144565150;D#;Major;83;Not Found
870;VAGABUNDO;Sebastian Yatra, Manuel Turizo, Beï¿½ï;3;2023;5;1094;90839753;B;Minor;82;Not Found
871;Queencard;(G)I-DLE;1;2023;5;451;96273746;E;Minor;82;https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
872;"Tere Vaaste (From ""Zara Hatke Zara Bachke"")";Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain;5;2023;5;182;54225632;G;Minor;76;Not Found
873;Novo Balanï¿½;Veigh, Bvga Beatz, Supernova Ent, Prod Malax;4;2023;5;283;81102253;D#;Minor;84;Not Found
874;Bye;Peso Pluma;1;2023;5;324;95053634;;Major;78;https://i.scdn.co/image/ab67616d0000b27310c8a001a18fd9f1b3552a9d
875;Cheques;Shubh;1;2023;5;67;47956378;E;Minor;74;https://i.scdn.co/image/ab67616d0000b2731a8c4618eda885a406958dd0
876;Acrï¿½ï¿½s;Shakira;1;2023;5;955;123124076;B;Major;75;Not Found
877;"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")";Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya;3;2023;5;178;64533040;E;Major;56;Not Found
878;Hits Different;Taylor Swift;1;2023;5;547;68616963;F;Major;67;https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0
879;Abcdario;Junior H, Eden Muï¿½ï;2;2023;5;262;89933133;G#;Major;70;Not Found
880;Karma (feat. Ice Spice);Taylor Swift, Ice Spice;2;2023;5;588;46142772;G#;Major;62;https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0
881;Snow On The Beach (feat. More Lana Del Rey);Lana Del Rey, Taylor Swift;2;2023;5;359;60350538;F#;Minor;66;Not Found
882;Bite Me;ENHYPEN;1;2023;5;349;76767396;C#;Major;80;https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27
883;Stand By Me (feat. Morgan Wallen);Lil Durk, Morgan Wallen;2;2023;5;381;46065667;B;Major;76;https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719
884;69;Nicky Jam, Feid;2;2023;5;1134;57945987;G#;Major;79;https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188
885;AMERICA HAS A PROBLEM (feat. Kendrick Lamar);Kendrick Lamar, Beyoncï¿;2;2023;5;896;57089066;C#;Major;78;Not Found
886;Cartï¿½ï¿½o B;MC Caverinha, KayBlack;2;2023;5;269;71573339;A;Minor;84;Not Found
887;Mejor Que Yo;Mambo Kingz, DJ Luian, Anuel Aa;3;2023;5;675;50847624;C#;Minor;62;Not Found
888;Curtains;Ed Sheeran;1;2023;5;715;39893489;F#;Minor;50;https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
889;UNFORGIVEN (feat. Nile Rodgers);Nile Rodgers, LE SSERAFIM;2;2023;5;327;92035115;E;Minor;80;Not Found
890;Don't ever say love me (feat. RM of BTS);RM, Colde;2;2023;5;105;34502215;B;Minor;54;Not Found
891;vampire;Olivia Rodrigo;1;2023;6;1397;140003974;F;Major;51;https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
892;Sprinter;Dave, Central Cee;2;2023;6;2186;183706234;C#;Major;92;https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
893;LADY GAGA;Gabito Ballesteros, Junior H, Peso Pluma;3;2023;6;332;86444842;F;Minor;65;Not Found
894;Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series);The Weeknd, Madonna, Playboi Carti;3;2023;6;1945;115364561;C#;Major;85;https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
895;SABOR FRESA;Fuerza Regida;1;2023;6;250;78300654;G;Minor;79;https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
896;MOJABI GHOST;Tainy, Bad Bunny;2;2023;6;859;61245289;F#;Minor;81;https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
897;TULUM;Peso Pluma, Grupo Frontera;2;2023;6;266;52294266;F#;Major;56;https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
898;Los del Espacio;Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk;8;2023;6;1150;123122413;;Major;81;Not Found
899;Barbie World (with Aqua) [From Barbie The Album];Nicki Minaj, Aqua, Ice Spice;3;2023;6;1117;65156199;;Major;77;https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
900;El Cielo;Feid, Myke Towers, Sky Rompiendo;3;2023;6;1298;107753850;A#;Minor;72;Not Found
901;(It Goes Like) Nanana - Edit;Peggy Gou;1;2023;6;2259;57876440;G;Minor;67;https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
902;BABY HELLO;Rauw Alejandro, Bizarrap;2;2023;6;1004;54266102;C#;Minor;77;https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
903;CORAZï¿½ï¿½N VA;Maria Becerra;1;2023;6;370;43857627;C#;Major;68;Not Found
904;Novidade na ï¿½ï¿;Mc Livinho, DJ Matt D;2;2023;6;267;39709092;F;Major;63;Not Found
905;Take Two;BTS;1;2023;6;674;118482347;G;Major;62;https://i.scdn.co/image/ab67616d0000b2738a701e76e8845928f6cd81c8
906;LAGUNAS;Jasiel Nuï¿½ï¿½ez, Peso P;2;2023;6;58;39058561;B;Major;77;Not Found
907;LUNA;Junior H, Peso Pluma;2;2023;6;201;55842345;A;Minor;75;Not Found
908;Mi Bello Angel;Natanael Cano;1;2023;6;86;31873544;A;Minor;81;https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970
909;POLARIS - Remix;Feid, Mora, Saiko, Quevedo;4;2023;6;773;57312735;G#;Minor;62;Not Found
910;S-Class;Stray Kids;1;2023;6;290;65496046;F;Minor;89;https://i.scdn.co/image/ab67616d0000b273e27ba26bc14a563bf3d09882
911;Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray);Metro Boomin, Coi Leray;2;2023;6;332;70106975;A;Major;78;https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
912;Piï¿½ï¿½man Deï¿;Semicenk, Doï¿½ï¿½u ;2;2023;6;185;43522589;A#;Minor;73;Not Found
913;Hummingbird (Metro Boomin & James Blake);James Blake, Metro Boomin;2;2023;6;277;39666245;F#;Major;59;https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
914;Lilith (feat. SUGA of BTS) (Diablo IV Anthem);Halsey, Suga;2;2023;6;215;51985779;A;Minor;43;https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e
915;Danger (Spider) (Offset & JID);Offset, JID;2;2023;6;214;24975653;B;Major;83;https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
916;Seven (feat. Latto) (Explicit Ver.);Latto, Jung Kook;2;2023;7;553;141381703;B;Major;80;Not Found
917;Columbia;Quevedo;1;2023;7;714;58149378;F;Major;67;https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
918;Super Shy;NewJeans;1;2023;7;422;58255150;F;Minor;78;https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
919;"What Was I Made For? [From The Motion Picture ""Barbie""]";Billie Eilish;1;2023;7;873;30546883;;Major;44;Not Found
920;I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ;Taylor Swift;1;2023;7;516;52135248;F#;Major;69;Not Found
921;Rush;Troye Sivan;1;2023;7;864;22581161;F;Minor;74;https://i.scdn.co/image/ab67616d0000b273a4ffb2049ffce92bdae5f559
922;S91;Karol G;1;2023;7;525;16011326;;Minor;86;https://i.scdn.co/image/ab67616d0000b273890cfb712167a0186918644e
923;Overdrive;Post Malone;1;2023;7;410;14780425;C#;Major;56;https://i.scdn.co/image/ab67616d0000b27372694fed173af6d24d22eefb
924;Enchanted (Taylor's Version);Taylor Swift;1;2023;7;148;39578178;G#;Major;51;https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
925;Back To December (Taylor's Version);Taylor Swift;1;2023;7;139;39228929;D;Major;50;https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
926;New Jeans;NewJeans;1;2023;7;77;29562220;E;Minor;81;https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
927;Mine (Taylor's Version);Taylor Swift;1;2023;7;99;36912123;G;Major;65;https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
928;QUEMA;Sog, Ryan Castro, Peso Pluma;3;2023;7;437;11599388;;Major;79;Not Found
929;Better Than Revenge (Taylor's Version);Taylor Swift;1;2023;7;86;30343206;B;Minor;50;https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
