Code;track_name;artist(s)_name;artist_count;released_year;released_month;in_spotify_playlists;streams;key;mode;danceability_%;cover_url
1;Agudo Mï¿½ï¿½gi;Styrx, utku INC, Thezth;3;1930;1;323;90598517;F#;Minor;65;Not Found
2;White Christmas;Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers;3;1942;1;11940;395591396;A;Major;23;https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4
3;The Christmas Song (Merry Christmas To You) - Remastered 1999;Nat King Cole;1;1946;11;11500;389771964;C#;Major;36;https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3
4;Let It Snow! Let It Snow! Let It Snow!;Frank Sinatra, B. Swanson Quartet;2;1950;1;10585;473248298;D;Major;60;https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc
5;A Holly Jolly Christmas - Single Version;Burl Ives;1;1952;1;7930;395591396;;Major;67;https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98
6;Jingle Bell Rock;Bobby Helms;1;1957;1;10326;741301563;D;Major;74;https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
7;Jingle Bells - Remastered 1999;Frank Sinatra;1;1957;1;4326;178660459;G#;Major;51;https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490
8;Rockin' Around The Christmas Tree;Brenda Lee;1;1958;1;14994;769213520;G#;Major;70;https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
9;It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra);Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra;3;1958;1;6290;295998468;G;Major;73;Not Found
10;Run Rudolph Run - Single Version;Chuck Berry;1;1958;1;8612;245350949;G;Minor;69;https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739
11;Deck The Hall - Remastered 1999;Nat King Cole;1;1959;1;3299;127027715;F#;Minor;69;https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9
12;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;1;1959;11;6512;446390129;C#;Major;45;https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae
13;It's the Most Wonderful Time of the Year;Andy Williams;1;1963;10;8879;663832097;G;Major;24;https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356
14;Sleigh Ride;The Ronettes;1;1963;11;10114;404664135;D;Major;53;https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
15;Christmas (Baby Please Come Home);Darlene Love;1;1963;11;9122;242767149;D#;Major;34;https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
16;Have You Ever Seen The Rain?;Creedence Clearwater Revival;1;1968;7;15890;1145727611;;Major;74;https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91
18;Feliz Navidad;Josï¿½ï¿½ Felic;1;1970;11;3788;520034544;D;Major;50;Not Found
19;Happy Xmas (War Is Over);John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono;4;1971;12;10829;460492795;D;Major;33;https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d
20;Dream On;Aerosmith;1;1973;1;168;838586769;F;Minor;39;https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2
21;Riptide;Vance Joy;1;1975;1;31123;2009094673;C#;Major;48;https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
22;Bohemian Rhapsody - Remastered 2011;Queen;1;1975;10;40112;2197010679;;Minor;41;https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a
23;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;1;1979;11;1685;403939487;B;Major;75;https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a
24;Pass The Dutchie;Musical Youth;1;1982;1;5328;195918494;G;Major;73;https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6
25;Miss You;Southstar;1;1982;5;2020;154356956;A;Major;66;https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a
26;Every Breath You Take - Remastered 2003;The Police;1;1983;1;22439;1593270737;C#;Major;82;https://i.scdn.co/image/ab67616d0000b2730408dc279dd7c7354ff41014
27;Last Christmas;Wham!;1;1984;1;22153;1159176109;B;Minor;74;https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d
28;Merry Christmas Everyone;Shakin' Stevens;1;1984;1;1087;351636786;C#;Minor;72;https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb
29;Take On Me;a-ha;1;1984;10;44927;1479115056;F#;Minor;57;https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
30;Do They Know It's Christmas? - 1984 Version;Band Aid;1;1984;11;14169;481697415;;Major;60;https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8
31;Everybody Wants To Rule The World;Tears For Fears;1;1985;2;41751;1205951614;G;Major;64;https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235
32;Running Up That Hill (A Deal With God);Kate Bush;1;1985;9;21811;1024858327;A#;Minor;63;https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252
33;Driving Home for Christmas - 2019 Remaster;Chris Rea;1;1986;1;888;429504768;A;Major;51;https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a
34;Master of Puppets (Remastered);Metallica;1;1986;3;6080;704171068;E;Minor;54;https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa
35;Sweet Child O' Mine;Guns N' Roses;1;1987;1;41231;1553497987;F#;Major;45;https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5
36;Smells Like Teen Spirit - Remastered 2021;Nirvana;1;1991;9;49991;1690192927;C#;Major;52;https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056
37;Something In The Way - Remastered 2021;Nirvana;1;1991;9;9514;368646862;G#;Major;44;https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056
38;Creep;Radiohead;1;1992;9;36724;1271293243;G;Major;53;https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95
39;All I Want for Christmas Is You;Mariah Carey;1;1994;10;25653;1449779435;G;Major;34;https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
40;Gangsta's Paradise;Coolio, L.V.;2;1995;7;10624;1357608774;G#;Major;63;https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc
41;California Love - Original Version (Explicit);Dr. Dre, 2Pac, Roger;3;1995;12;18773;579395142;G;Major;77;Not Found
42;Sigue;Ed Sheeran, J Balvin;2;1996;11;1370;106933107;G;Major;89;Not Found
43;Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe;sped up 8282;1;1997;1;472;103762518;F;Major;74;Not Found
44;Iris;The Goo Goo Dolls;1;1998;3;13101;1284942608;B;Minor;32;https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
45;Yellow;Chris Molitor;1;1999;1;31358;1755214421;B;Major;43;https://i.scdn.co/image/ab67616d0000b273be011d16b9360a7dee109774
46;Still D.R.E.;Dr. Dre, Snoop Dogg;2;1999;1;33966;1210599487;B;Major;81;https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
47;The Next Episode;Dr. Dre, Snoop Dogg;2;1999;1;31762;843309044;D#;Minor;92;https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
48;Forgot About Dre;Eminem, Dr. Dre;2;1999;1;19067;675039469;G#;Major;93;Not Found
49;Stan;Eminem, Dido;2;1999;11;17115;918915401;F#;Minor;78;https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
50;The Real Slim Shady;Eminem;1;2000;1;20763;1424589568;F;Minor;95;https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
51;Sparks;Coldplay;1;2000;7;10826;624101957;C#;Major;37;https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0
52;In The End;Linkin Park;1;2000;10;25065;1624165576;D#;Minor;55;https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
53;My Only Wish (This Year);Britney Spears;1;2000;11;6952;261116938;;Major;67;https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566
54;Without Me;Eminem;1;2002;1;21081;1687664027;G;Major;92;https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
55;Lose Yourself - Soundtrack Version;Eminem;1;2002;1;32502;1829992958;D;Major;70;Not Found
56;In Da Club;50 Cent;1;2002;1;30427;1202722675;F#;Minor;90;https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf
57;Superman;Eminem, Dina Rae;2;2002;5;7615;655466831;E;Minor;80;https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
58;'Till I Collapse;Eminem, Nate Dogg;2;2002;5;22923;1695712020;C#;Major;55;https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
59;The Scientist;Coldplay;1;2002;8;30992;1608164312;F;Major;56;https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
60;Numb;Linkin Park;1;2003;3;20111;1361425037;A;Major;50;https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193
61;Mr. Brightside;The Killers;1;2003;9;51979;1806617704;C#;Major;35;https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
62;Mockingbird;Eminem;1;2004;1;12985;1241559043;E;Minor;62;https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023
63;Somewhere Only We Know;Keane;1;2004;1;20015;1089402494;A;Major;45;https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490
64;Yo Voy (feat. Daddy Yankee);Zion & Lennox;1;2004;5;2954;527033089;A#;Major;81;https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac
65;Gasolina;Daddy Yankee;1;2004;7;6457;657723613;;Major;86;https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c
66;You Make It Feel Like Christmas (feat. Blake Shelton);Gwen Stefani, Blake Shelton;2;2005;9;2577;180577478;F;Major;63;https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4
67;505;Arctic Monkeys;1;2007;4;13985;1217120710;;Major;52;https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
68;Viva La Vida;Coldplay;1;2008;1;33898;1592909789;F;Minor;49;https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
69;Heartless;Kanye West;1;2008;1;17504;887906111;A#;Minor;79;https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
70;Danza Kuduro;Don Omar, Lucenzo;2;2010;1;17138;1279434863;;Major;47;https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94
71;Enchanted;Taylor Swift;1;2010;1;4564;621660989;G#;Major;45;https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
72;Just The Way You Are;Bruno Mars;1;2010;1;21106;1641426668;F;Major;63;https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
73;Sure Thing;Miguel;1;2010;5;13801;950906471;B;Minor;68;https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
74;Es un Secreto;Plan B;1;2010;7;492;540654286;F#;Minor;84;https://i.scdn.co/image/ab67616d0000b273913ef74e0272d688c512200b
75;Talking To The Moon;Bruno Mars;1;2010;10;7109;1062956628;C#;Minor;52;https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
76;Rolling in the Deep;Adele;1;2010;11;35684;1472799873;G#;Major;73;https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300
77;Summertime Sadness;Lana Del Rey;1;2011;1;20333;983637508;C#;Minor;56;https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7
78;Set Fire to the Rain;Adele;1;2011;1;14739;1163620694;D;Minor;61;https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300
79;Radio;Lana Del Rey;1;2011;1;9389;284819874;D;Major;42;https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7
80;We Found Love;Rihanna, Calvin Harris;2;2011;1;36843;1235005533;C#;Major;73;https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46
81;Bloody Mary;Lady Gaga;1;2011;1;3909;372476382;A;Minor;59;https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8
82;Mistletoe;Justin Bieber;1;2011;1;9577;629173063;F#;Minor;67;https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86
83;Somebody That I Used To Know;Gotye, Kimbra;2;2011;1;42798;1457139296;;Major;86;https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed
84;Can't Hold Us (feat. Ray Dalton);Ray Dalton, Ryan Lewis, Macklemore;3;2011;8;6074;1953533826;D;Major;63;Not Found
85;It's Beginning To Look A Lot Like Christmas;Michael Bublï¿;1;2011;10;12353;807561936;E;Major;35;Not Found
86;Holly Jolly Christmas;Michael Bublï¿;1;2011;10;7655;476244795;G;Major;65;Not Found
87;Lover;Taylor Swift;1;2012;1;8448;882831184;G;Major;43;https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
88;Money Trees;Kendrick Lamar, Jay Rock;2;2012;1;26792;1093605526;E;Minor;74;https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
89;Demons;Imagine Dragons;1;2012;1;26694;1840364617;D#;Major;33;https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a
90;Payphone;Maroon 5, Wiz Khalifa;2;2012;1;14143;1479264469;E;Major;74;https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084
91;Lost;Frank Ocean;1;2012;1;29499;822239726;A#;Minor;91;https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
92;Sweater Weather;The Neighbourhood;1;2012;5;16413;2282771485;A#;Major;61;https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
93;MONTAGEM - FR PUNK;Ayparia, unxbected;2;2012;6;641;58054811;A;Major;63;Not Found
94;Another Love;Tom Odell;1;2012;10;18371;1813673666;E;Minor;45;https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
95;Locked Out Of Heaven;Bruno Mars;1;2012;12;1622;1481349984;F;Major;73;https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
96;When I Was Your Man;Bruno Mars;1;2012;12;2420;1661187319;;Major;60;https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
97;I Wanna Be Yours;Arctic Monkeys;1;2013;1;12859;1297026226;;Minor;48;https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
98;Counting Stars;OneRepublic;1;2013;1;29215;2011464183;C#;Minor;66;https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb
99;Do I Wanna Know?;Arctic Monkeys;1;2013;1;33783;1788326445;F;Major;55;https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
100;Why'd You Only Call Me When You're High?;Arctic Monkeys;1;2013;1;23389;1267333350;D;Major;70;Not Found
101;Wake Me Up - Radio Edit;Avicii;1;2013;1;50887;1970673297;D;Major;53;https://i.scdn.co/image/ab67616d0000b2731d7b056c2044321bac7e6b40
102;Get Lucky - Radio Edit;Pharrell Williams, Nile Rodgers, Daft Punk;3;2013;1;52898;933815613;F#;Minor;79;Not Found
103;Bound 2;Kanye West;1;2013;1;19806;703301727;C#;Major;37;https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9
104;Thinking with My Dick;Kevin Gates, Juicy J;2;2013;7;1550;109091573;;Major;77;https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62
105;All of Me;John Legend;1;2013;8;27221;2086124197;G#;Major;42;https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78
106;Ginseng Strip 2002;Yung Lean;1;2013;8;4310;240769997;C#;Major;60;https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202
107;Take Me To Church;Hozier;1;2013;9;23804;2135158446;E;Minor;57;https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2
108;Underneath the Tree;Kelly Clarkson;1;2013;10;6596;485285717;G#;Major;51;https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
109;Santa Tell Me;Ariana Grande;1;2013;12;9408;834129063;G;Major;46;https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c
110;Blank Space;Taylor Swift;1;2014;1;11434;1355959075;F;Major;75;https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
111;Style;Taylor Swift;1;2014;1;7830;786181836;D;Major;60;https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
112;Shake It Off;Taylor Swift;1;2014;1;21335;1113838873;G;Major;65;https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
113;I'm Not The Only One;Sam Smith;1;2014;1;17492;1606986953;F;Major;68;Not Found
114;The Nights;Avicii;1;2014;1;17354;1456081449;F#;Major;53;https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad
115;Thinking Out Loud;Ed Sheeran;1;2014;1;33032;2280566092;D;Major;78;https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
116;Only Love Can Hurt Like This;Paloma Faith;1;2014;1;5148;588955257;G#;Major;57;https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789
117;Lovers Rock;TV Girl;1;2014;6;6339;466231982;F;Minor;56;https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84
118;Photograph;Ed Sheeran;1;2014;6;18778;2236667932;E;Major;61;https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
119;After Dark;Mr.Kitty;1;2014;8;1776;646886885;G#;Major;58;https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176
120;Night Changes;One Direction;1;2014;11;7124;1131090940;G#;Major;67;https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4
121;I Love You So;The Walters;1;2014;11;7536;972164968;A#;Major;58;https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
122;No Role Modelz;J. Cole;1;2014;12;21164;1791000570;A#;Minor;70;https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
123;Space Song;Beach House;1;2015;1;17852;789753877;;Minor;51;https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab
124;Wait a Minute!;Willow;1;2015;1;11985;924193303;D#;Minor;76;https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7
125;Cool for the Summer;Demi Lovato;1;2015;1;9243;677389855;F;Minor;59;https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
126;The Night We Met;Lord Huron;1;2015;2;18515;1410088830;D;Major;45;https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
127;Atlantis;Seafret;1;2015;4;3045;571386359;G#;Minor;40;https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75
128;The Hills;The Weeknd;1;2015;5;25744;1947371785;;Minor;36;https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
129;Freaks;Surf Curse;1;2015;5;3006;824420218;A;Major;35;https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f
130;Makeba;Jain;1;2015;6;6060;165484133;D;Major;82;https://i.scdn.co/image/ab67616d0000b27364ba66f8a81c52364e55db50
131;Alien Blues;Vundabar;1;2015;7;1930;370068639;D#;Major;47;https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71
132;Daddy Issues;The Neighbourhood;1;2015;10;9771;1127468248;A#;Major;59;https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685
133;Love Yourself;Justin Bieber;1;2015;11;22730;2123309722;E;Major;61;https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de
134;Unstoppable;Sia;1;2016;1;7681;939844851;A;Major;47;https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
135;House Of Memories;Panic! At The Disco;1;2016;1;2948;582863434;B;Minor;51;https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a
136;One Dance;Drake, WizKid, Kyla;3;2016;4;43257;2713922350;C#;Major;77;https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
137;Pope Is a Rockstar;SALES;1;2016;4;1966;156658366;E;Minor;73;https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa
138;Closer;The Chainsmokers, Halsey;2;2016;5;28032;2591224264;G#;Major;75;https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
139;Selfish;PnB Rock;1;2016;6;2468;380319238;C#;Minor;64;https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300
140;Pink + White;Frank Ocean;1;2016;8;21574;806397070;A;Major;54;https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
141;Notion;The Rare Occasions;1;2016;8;2393;421135627;A;Major;31;https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08
142;Starboy;The Weeknd, Daft Punk;2;2016;9;29536;2565529693;G;Major;68;https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
143;Say You Won't Let Go;James Arthur;1;2016;9;15722;2420461338;A#;Major;40;https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab
144;There's Nothing Holdin' Me Back;Shawn Mendes;1;2016;9;12382;1714490998;D;Major;86;https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521
145;Die For You;The Weeknd;1;2016;11;2483;1647990401;C#;Minor;59;https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
146;Stargirl Interlude;The Weeknd, Lana Del Rey;2;2016;11;1275;611700552;F;Minor;59;https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
147;Reminder;The Weeknd;1;2016;11;6518;684675814;G#;Major;71;https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
148;No Lie;Sean Paul, Dua Lipa;2;2016;11;7370;956865266;G;Major;74;https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c
149;Me and Your Mama;Childish Gambino;1;2016;11;8775;445590495;F;Major;56;https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea
150;Perfect;Ed Sheeran;1;2017;1;16596;2559529074;G#;Major;60;https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
151;Believer;Imagine Dragons;1;2017;1;18986;2594040133;A#;Minor;77;https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
152;Shape of You;Ed Sheeran;1;2017;1;32181;3562543890;C#;Minor;83;https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
153;Snowman;Sia;1;2017;1;5140;690104769;C#;Major;72;https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
154;Dark Red;Steve Lacy;1;2017;2;10431;920045682;F#;Major;60;https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
155;Something Just Like This;The Chainsmokers, Coldplay;2;2017;2;23375;2204080728;B;Minor;61;https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94
156;Apocalypse;Cigarettes After Sex;1;2017;3;13091;841749534;F;Major;37;https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
157;Bored;Billie Eilish;1;2017;3;4204;777765388;G;Major;60;https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c
158;HUMBLE.;Kendrick Lamar;1;2017;3;33206;1929770265;C#;Minor;91;https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
159;Dandelions;Ruth B.;1;2017;4;3423;1116995633;C#;Major;61;https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707
160;One Kiss (with Dua Lipa);Calvin Harris, Dua Lipa;2;2017;6;27705;1897517891;A;Minor;79;https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108
161;Infinity;Jaymes Young;1;2017;6;4375;888046992;B;Minor;67;https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f
162;Lucid Dreams;Juice WRLD;1;2017;6;14749;2288695111;B;Minor;44;https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
163;See You Again;Tyler, The Creator, Kali Uchis;3;2017;7;13387;1047101291;F#;Major;56;https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
164;lovely - Bonus Track;Billie Eilish, Khalid;2;2017;8;15032;2355719893;E;Minor;35;Not Found
165;Revenge;XXXTENTACION;1;2017;8;3600;1022258230;B;Minor;75;https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
166;Swim;Chase Atlantic;1;2017;10;2742;498960285;G#;Major;67;https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6
167;Good Looking;Suki Waterhouse;1;2017;10;2264;184706613;E;Major;37;https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff
168;Donï¿½ï¿½ï¿½t Bl;Taylor Swift;1;2017;11;4875;685032533;A;Minor;62;Not Found
169;Cold Heart - PNAU Remix;Dua Lipa, Elton John, Pnau;3;2017;11;21097;1605224506;C#;Major;80;Not Found
170;Merry Christmas;Ed Sheeran, Elton John;2;2017;11;2209;135723538;;Major;59;https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a
171;Hold Me Closer;Elton John, Britney Spears;2;2017;11;4967;284216603;;Major;67;https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8
172;Beggin;Mï¿½ï¿½ne;1;2017;12;8559;1367810478;B;Minor;71;Not Found
173;I Was Never There;The Weeknd, Gesaffelstein;2;2018;3;4188;705469769;A#;Major;32;https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
174;Call Out My Name;The Weeknd;1;2018;3;11087;1449799467;C#;Major;45;https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
175;Softcore;The Neighbourhood;1;2018;3;3947;599770206;D;Major;57;https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40
176;Hope;XXXTENTACION;1;2018;3;3659;1200808494;A;Minor;59;https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
177;Let Me Down Slowly;Alec Benjamin;1;2018;5;5897;1374581173;C#;Minor;65;https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370
178;Shallow;Lady Gaga, Bradley Cooper;2;2018;9;16636;2159346687;G;Major;57;https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342
179;SLOW DANCING IN THE DARK;Joji;1;2018;9;10211;1122364376;D#;Major;52;https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2
180;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone, Swae Lee;2;2018;10;24094;2808096550;D;Major;76;https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f
